PJ_1_Pre,PJ_1_Post,PJ_2_Pre,PJ_2_Post,PJ_5_Pre,PJ_5_Post,PJ_6_Pre,PJ_6_Post,PJ_12_Pre,PJ_12_Post,PJ_17_Pre,PJ_17_Post,PJ_19_Pre,PJ_19_Post,PJ_20_Pre,PJ_20_Post,PJ_21_Pre,PJ_21_Post,PJ_22_Pre,PJ_22_Post,PJ_25_Pre,PJ_25_Post,PJ_27_Pre,PJ_27_Post,PJ_29_Pre,PJ_29_Post,PJ_37_Pre,PJ_37_Post,PJ_42_Pre,PJ_42_Post,PJ_43_Pre,PJ_43_Post,PJ_44_Pre,PJ_44_Post,PJ_45_Pre,PJ_45_Post,PJ_47_Pre,PJ_47_Post,PJ_49_Pre,PJ_49_Post
TNFSF13,8.52585,8.92782,13.0068,16.4878,15.6642,10.3124,9.58492,9.41247,9.9853,14.4567,9.72823,20.914,14.3295,18.0134,19.5857,20.3391,9.23051,15.1452,18.3813,10.8011,12.0243,13.3587,16.6053,17.6495,14.5886,24.9622,8.64445,9.83368,9.50324,13.2162,15.1617,17.0547,12.5439,11.4178,15.2427,15.5431,7.18058,9.8605,16.1027,11.138
TNFSF12,3.66565,8.13173,3.09163,7.51736,4.8352,6.80091,3.02809,4.17389,3.61198,6.96718,1.07691,8.88417,2.07236,7.68166,8.54213,12.2462,2.79474,8.22208,5.49597,5.30866,6.12611,6.68026,5.45165,10.7371,7.19355,11.9767,2.55647,4.3249,4.05944,8.7683,2.39769,6.40174,3.46866,4.82764,4.21903,5.11268,2.18312,4.02425,6.88848,8.39205
TNFSF10,41.0663,20.7187,7.77204,31.0148,23.2632,14.9494,11.5436,9.55221,47.0921,37.9284,6.24797,14.8018,54.7847,12.5222,17.7074,9.60486,15.0538,40.2578,37.105,6.59375,24.6646,16.3172,30.8291,13.8052,24.8129,39.2582,18.5614,43.949,32.2249,22.627,10.9023,14.9383,29.5173,15.4907,8.61045,7.48102,15.0401,4.73308,27.1592,16.3761
TNFSF9,0.197106,0.355302,0,0.0934047,0.0585997,0.125147,0.0940201,0.324448,0,0.233988,0.0893241,0.641373,0,0.901295,0.173822,0.433351,0.0774529,0.60305,0.107351,0.154571,0.163629,0.258436,0.0523145,0.140017,0.372452,0.952062,0.0570271,0.37646,0.054073,0.392871,0.0584198,0.215763,0.159712,0.10173,0.120884,0.0477397,0,0.384662,0.266763,0.35871
TNFRSF14,3.68668,7.18508,16.5392,9.23066,4.92694,8.04139,2.99731,3.6036,2.01091,7.6993,9.10843,12.0759,3.40877,9.11333,11.7302,13.7201,5.47014,9.09776,3.74433,5.61128,4.46201,4.77928,4.01534,4.43205,16.567,15.4132,2.23254,4.43076,9.01028,7.94404,1.52215,4.93772,6.80223,3.9158,4.88547,3.2832,2.57247,4.10512,5.63525,7.12624
RIPK2,6.17243,6.282,3.84222,7.29065,7.6324,7.33853,4.3135,3.98607,7.6443,9.21229,3.96022,6.05711,8.52933,5.67371,5.26309,7.34368,4.78678,6.61823,4.05702,4.67873,4.4389,6.62623,2.86779,2.68463,6.31957,12.477,6.57972,4.08368,4.10149,5.88883,5.18533,6.4887,7.76338,5.87783,5.68815,7.19757,10.9557,10.757,4.33183,3.29993
FADD,3.30207,1.94467,6.23059,5.10886,4.59429,5.49209,3.75518,2.40845,4.98208,3.5061,4.61413,2.88044,5.17402,3.99117,4.06807,5.16359,5.1077,5.44976,3.6445,4.39011,4.50216,3.07895,3.40117,2.96949,3.8891,3.49581,5.63996,14.1277,3.94503,3.24501,3.5518,2.62359,3.40209,2.94954,5.15,4.75624,3.42729,2.43004,5.63509,3.36064
SIGLEC5,0.725003,1.01681,1.58462,4.0581,6.26174,4.06286,1.01985,0.857712,0.862181,2.08703,0.612271,8.96131,3.61939,4.45546,4.14257,5.04818,2.02707,8.92767,1.97896,1.43586,1.88551,2.60831,0.973443,1.44906,3.23103,12.4432,0.947616,3.15454,1.99923,4.7297,0.916827,2.67405,3.84819,2.23045,2.06959,0.925503,1.25643,0.853821,3.79003,2.01448
TNFRSF10D,1.714,2.80291,1.25349,1.67842,1.61618,2.21106,0.502197,1.33611,0.487046,1.52693,0.507851,5.11698,2.59208,2.7774,1.34475,3.61058,1.0812,1.5306,0.682296,1.58972,1.56673,2.82564,1.39951,1.45111,1.21018,1.74825,1.66444,2.55219,0.979782,1.38237,1.27817,2.244,1.94158,0.979653,3.61166,1.2523,3.03336,1.22371,1.894,2.99836
TNFRSF10C,0.829749,4.77587,0.302821,1.93026,1.96493,2.57864,0.292417,0.59341,0.64518,1.31234,1.1017,2.87247,2.16163,2.44147,1.78456,2.96619,0.928183,2.33063,0.457781,0.349288,1.86072,1.75633,0.737899,0.97982,1.6194,2.17897,0.869397,2.68507,1.80684,1.41671,2.04407,1.81185,2.51469,2.99589,3.26835,0.814309,0.387611,0.682849,2.19345,10.5463
TNFRSF10B,10.796,11.8623,7.2763,6.2146,8.3552,8.60322,6.4736,7.67661,3.63024,7.5327,6.97732,9.92361,7.86341,15.1592,5.34096,11.5896,6.69419,8.02826,7.22131,13.8215,9.02289,9.90388,7.62469,5.79721,6.51316,8.66458,7.94719,7.36374,10.6485,10.8757,6.2019,6.63595,7.66238,4.32435,11.6127,7.02215,16.2966,14.8334,6.30258,7.71175
FGF18,20.4116,6.42165,6.07131,15.4495,3.81794,3.7755,13.755,4.94496,8.17847,3.18557,8.98525,0.325206,1.83961,0.959016,14.9936,8.49678,0.924799,0.762196,2.57895,2.68623,9.61585,4.56036,5.85602,8.81112,7.14908,1.10926,1.37914,4.90232,7.08435,6.49806,6.2906,2.5233,6.59606,5.82379,2.2019,0.702763,5.64294,5.85681,7.18194,3.35733
HDAC3,4.93849,3.58077,5.13997,4.80879,3.60714,4.40624,4.81733,4.07203,2.73993,3.04425,7.12364,5.1559,2.75686,3.92972,6.32322,5.19935,4.92231,4.71414,5.25095,5.98093,3.83615,4.10799,5.37275,4.97331,7.57917,5.63966,4.14657,4.79339,4.51168,4.63509,4.72803,4.02266,3.03426,3.71999,3.45891,2.52972,3.80689,4.45117,4.65958,4.24518
KAT2B,3.36457,5.08777,2.75604,5.44403,4.38855,4.87039,2.42077,5.45214,5.56271,7.63921,0.781455,7.03093,5.454,6.01396,9.38635,7.62313,6.89743,7.22694,9.12238,5.84044,3.96911,6.35206,3.31773,8.63538,6.74626,11.5488,1.60681,4.74604,4.47965,3.81642,5.39786,6.66414,5.50884,3.68969,3.60099,4.44972,3.34136,4.19678,3.02137,8.22976
IER3,9.75162,16.9868,4.5626,19.3888,17.7318,31.6919,42.7758,16.7434,3.84921,14.3938,33.2779,23.1182,14.6102,49.3838,5.3151,25.1243,14.8307,15.4476,5.5872,20.0184,12.9583,15.7725,9.5059,5.03958,25.1788,33.0866,5.0486,30.5172,4.26724,39.866,2.4984,6.21544,20.2009,7.22372,22.1998,12.1633,14.8132,9.87311,32.0299,13.797
NFKB1,8.20184,10.7305,5.11495,7.44636,10.9193,6.45655,5.3553,8.04517,4.29756,7.32112,8.01734,10.396,12.1544,16.0224,10.313,18.7296,4.50586,9.26092,7.96513,8.93,9.31919,13.9736,8.46047,8.52693,7.91534,14.2562,5.34856,9.6809,4.59353,8.34601,7.19549,8.8153,8.36792,6.13866,8.09026,7.79269,8.08972,11.3407,7.78694,12.6559
IRF7,7.02388,6.2077,7.85652,6.91103,5.81143,7.91092,10.1977,4.57561,12.5251,10.8515,8.50852,12.1469,3.8511,5.99562,14.3685,18.4568,15.1118,13.9552,7.86785,12.622,9.89776,4.07897,4.8791,6.15819,10.203,8.95237,7.37009,11.2233,5.80967,7.62233,11.8112,7.12358,7.01081,3.68973,8.21991,3.89588,6.022,7.20323,8.90358,6.79632
B2M,67.1336,63.1116,24.2558,64.5806,129.872,81.152,30.8656,34.1386,40.027,92.1479,18.3939,128.853,213.89,119.535,193.448,185.218,54.1,226.953,120.547,25.8358,106.143,115.263,74.3062,46.1652,156.276,380.144,48.044,132.282,42.9437,97.2761,55.4103,104.091,137.194,87.3476,57.4325,61.0169,48.3067,44.8612,104.138,139.125
BNIP3,2.93342,2.90372,5.37637,2.26427,3.62029,4.48877,6.35993,5.58884,6.62229,3.38728,74.5264,6.11286,10.8543,1.85567,4.82009,2.64289,9.08604,3.6034,5.34472,31.1304,2.60018,2.03746,19.9117,8.048,9.64393,2.75736,8.72201,4.52595,4.78861,2.87854,12.0525,2.38348,4.57737,2.31522,6.56895,1.4759,31.3904,5.30465,7.23292,3.69352
CMKLR1,1.24344,1.39693,0.393797,2.38726,4.85294,0.617555,0.469979,0.348748,0.516573,1.96086,0.0747037,2.46001,1.03701,1.57071,3.35858,2.73065,0.469065,2.49168,0.773968,0.590635,1.40892,1.45333,0.446947,0.724698,1.12781,5.10385,0.678979,1.26104,0.533313,1.90989,0.429611,1.79825,2.94776,0.738333,1.3691,0.743445,0.578096,0.574234,1.6217,2.08906
CTSS,6.44777,7.98138,1.70601,9.45695,22.3954,11.8043,2.46551,3.54568,2.99889,25.4404,3.88641,16.3417,18.4196,19.3715,21.0993,26.4122,3.84244,29.0284,10.5243,3.13824,11.4981,19.8164,4.58276,3.94283,9.95887,72.6893,5.18606,16.811,3.3901,15.4631,3.70483,18.4376,12.2696,7.2409,6.00321,8.89575,1.81245,6.62078,13.6924,15.0776
EIF4EBP1,6.35909,4.04635,13.7132,5.65834,6.54667,4.98317,4.61662,1.42395,2.08099,4.31917,3.35034,4.40638,14.6775,3.635,6.84584,5.49176,12.627,9.01912,4.06139,16.5509,7.0749,3.17452,6.77541,4.10505,6.63098,6.65954,9.18208,22.1176,7.12867,5.9699,6.40002,6.08962,5.338,4.56496,9.44768,7.24664,11.7542,7.01643,9.82735,5.27297
FCGRT,8.25343,9.56244,3.84825,8.25201,11.7634,14.0041,9.50235,7.18944,4.00205,10.6335,4.75326,14.8775,4.17446,9.43005,11.2411,15.5389,10.4722,14.0864,4.72894,5.97679,8.35676,8.6132,5.88673,10.2495,9.14925,14.2274,5.63987,4.80022,7.1311,12.5453,9.5313,11.5238,13.7457,4.561,11.4074,5.87433,4.62693,5.78116,11.9747,11.4785
GBP2,6.48224,12.0056,2.27984,9.31049,24.0849,23.2811,2.84064,4.13026,4.00019,7.36082,6.26015,13.5981,10.826,12.1371,12.7011,15.504,9.03411,18.9851,6.95165,5.70841,8.75441,12.8238,8.7621,9.76421,11.7439,21.9242,3.26758,8.65828,4.84652,8.47586,2.80396,7.73643,11.1715,7.77478,8.15672,10.924,5.07899,5.02662,11.5747,16.4911
GZMB,0.884499,0.630898,0.267266,2.28502,2.68051,1.56198,0.471811,0.42696,0.0665566,1.00418,0.144818,1.53004,1.44922,2.99654,3.57032,6.95047,0.663735,3.63147,1.64721,0.164083,0.5414,0.932373,1.3101,0.307224,2.47372,6.76621,0.77361,5.67862,0.613666,1.34631,0.349539,0.749589,1.73856,0.883562,1.08173,0.82927,0.366537,0.248931,0.506634,1.46544
OAZ1,6.39738,7.87376,12.9509,12.1541,10.5106,13.6949,8.82804,5.21086,6.15416,9.13098,7.32751,10.6081,7.33736,13.5082,16.3496,21.2109,13.2304,15.9712,5.62202,11.369,7.13114,6.10718,8.28758,9.44814,16.8421,14.8913,10.3635,11.6138,6.80922,12.9561,5.05164,5.5305,8.65086,5.4103,10.473,5.47704,10.0246,9.35619,11.2753,7.60527
PSMB8,18.2222,7.22943,11.6592,10.3557,27.9185,13.4551,4.75949,2.97782,5.81139,8.0231,6.7896,12.8727,14.8775,11.0181,17.6962,15.141,8.40831,16.7247,9.90573,5.56218,11.2385,9.45115,19.2237,7.23038,16.1474,19.2184,5.09448,23.3935,12.0379,8.75272,5.20787,6.34884,13.4059,5.11555,5.15025,5.15926,5.15609,3.57172,12.9374,9.52538
SDHA,5.96191,5.69193,14.5066,9.33545,6.3343,7.01208,4.22413,5.13294,10.3179,8.9089,10.8655,7.91532,11.9218,7.7489,9.5474,9.21775,16.1241,10.3327,9.76124,7.87146,7.14673,7.09706,9.01875,9.32544,21.7205,10.5835,11.0777,10.5829,13.0119,9.42408,5.64507,4.89919,7.72635,6.12567,8.80934,5.94061,5.0312,5.65454,5.98162,6.34725
IL32,10.7203,9.75747,7.61904,16.3491,27.7598,21.2626,7.93118,5.4368,2.55581,8.6345,3.28843,9.37292,14.1399,20.1931,26.809,32.3486,3.56918,24.9005,6.48435,9.77271,23.3888,16.6922,12.5765,5.55356,22.2169,28.4096,1.47263,8.35574,6.27215,16.9264,5.24537,6.89952,10.0435,4.19583,13.3682,5.67608,5.94167,2.93225,16.7564,15.632
BAD,9.68761,5.5405,15.4003,11.9851,4.12981,9.07252,8.45498,5.3613,10.9417,9.63872,8.38304,5.64498,2.56114,5.61851,7.86821,10.2918,14.5305,9.29371,6.13635,9.25445,6.80949,3.67055,7.74492,9.39065,9.12795,4.16728,11.3243,7.11064,9.00107,9.09709,7.8151,5.38743,5.53108,3.74693,10.7446,6.31406,5.79358,5.10866,5.78805,3.87971
BAX,17.7874,10.7345,7.28862,9.99987,9.29019,8.3437,8.57782,5.71003,9.01481,10.9279,6.62921,8.6125,8.94489,9.5369,12.3658,13.7951,13.9033,15.2152,5.83125,7.80226,9.60431,5.80734,11.5154,7.64752,13.4991,12.2328,8.06835,14.9801,7.73237,11.4856,8.59133,8.19044,7.96929,6.93953,15.2774,10.3803,8.07662,6.98153,12.8796,7.05508
CDH1,50.9949,16.308,16.7661,16.9335,27.2,34.482,14.9945,9.47242,18.196,18.7278,17.5467,17.1719,27.0293,17.242,16.2886,21.8995,30.6535,19.2694,20.2307,15.8157,20.7376,13.12,22.3894,14.5137,31.5083,12.0537,12.7926,8.36059,13.1049,15.735,19.8877,12.8591,7.3634,14.5673,31.6501,40.8694,7.09577,11.5317,9.33061,4.88203
COL6A3,63.9944,129.582,8.07221,138.126,47.1387,81.5084,42.6081,67.4139,50.6006,178.081,0.359815,46.1617,23.3449,148.548,88.3066,194.378,36.1561,192.938,100.456,83.6536,141.94,160.841,34.4509,59.3266,80.6863,107.811,30.611,19.2778,9.1195,138.658,21.6234,95.3966,121.706,124.605,181.812,110.695,150.444,64.7048,154.553,135.088
DUSP1,16.6096,435.581,49.0672,137.858,55.3281,421.454,94.6093,148.8,9.74258,133.009,56.178,370.149,29.986,181.343,16.3226,319.478,130.846,236.291,203.101,87.8491,5.43621,201.46,8.1108,265.493,114.333,316.397,24.6396,134.033,4.45069,324.33,31.7165,324.727,225.642,160.296,99.025,164.655,87.302,155.293,60.0416,314.75
DUSP2,0.500889,3.47114,5.2947,2.79889,1.15822,4.25213,10.4862,3.28547,0.300218,1.65559,0.870134,8.01894,0.5099,6.07485,1.5034,8.44281,6.96759,4.71818,0.704741,1.93125,0.455419,3.18267,1.14109,1.67295,3.73952,12.3731,2.11166,14.1374,0.641252,6.95462,1.42684,4.73365,5.11386,1.42185,2.69025,1.95118,4.62936,3.01878,2.81103,4.66751
DUSP5,1.70724,33.2459,8.76459,20.1767,3.2358,29.9633,13.1643,17.3009,0.747092,9.12035,2.88457,23.5811,4.03323,25.487,10.1604,55.209,15.4616,17.1811,5.21566,6.56745,2.0567,20.0667,2.6007,3.65757,21.2253,64.3267,2.8934,26.4994,2.04943,27.5716,1.24265,12.1969,8.80191,12.7102,9.85317,10.9317,4.99162,15.1392,2.55172,12.293
ERBB2,27.888,12.5645,15.474,13.0483,9.75208,14.851,16.9359,9.97666,29.7463,28.3477,14.085,12.4591,6.22965,7.11768,7.58806,10.4643,17.0113,10.5889,7.02983,11.2079,9.87924,4.90509,12.2703,11.667,15.5427,4.3959,14.2236,8.43116,13.5568,9.67885,7.98797,5.35957,10.238,13.1181,20.0497,14.4151,5.24483,8.64407,9.42817,5.46921
EZH2,10.225,2.73035,13.5031,5.23145,10.1886,2.77358,16.2507,4.96127,17.0295,3.64561,8.45329,3.79154,16.823,3.08869,12.7041,4.99127,13.6913,5.20208,5.87681,7.97306,6.4448,4.21667,12.9088,4.7612,10.07,5.87194,10.3032,11.9673,4.8613,2.21634,12.3034,6.51006,12.8003,5.31178,4.64206,1.95362,10.8957,4.52962,10.2755,4.30979
FAP,3.9895,9.37611,0.180402,9.23505,3.44229,3.64231,3.12098,0.912998,3.54459,11.7713,0.00418931,0.442183,3.3581,5.53157,7.09035,10.815,1.91254,10.8684,8.96193,5.79951,11.0838,12.1976,3.3767,0.743087,4.93985,5.12578,2.3479,0.921281,0.552855,10.6418,3.49336,10.514,8.74141,8.60798,13.2485,13.865,9.58462,4.46773,19.2547,6.57753
IL16,1.25497,2.97946,0.402765,3.15021,1.90279,4.11815,1.43684,1.09788,1.17253,3.20414,0.328261,3.75389,1.49817,4.07741,7.97249,5.9164,1.06529,4.2857,2.91713,1.4288,4.47365,8.8165,1.54173,1.13007,2.69071,10.4808,1.99005,2.50141,0.879608,5.80523,1.30761,4.90618,4.94361,5.34437,2.35186,3.77327,3.41824,1.60957,3.19763,8.83538
NFKBIE,1.708,1.55957,5.30871,4.74546,4.26017,3.01071,3.05551,0.802943,1.66161,1.85604,3.93588,2.92353,2.86822,3.98806,2.87275,4.8354,2.08397,2.51283,0.942985,2.91124,2.27902,1.08236,2.44257,1.18968,4.16802,4.01275,1.84126,3.33665,2.60855,2.90852,0.71504,0.587367,2.30534,0.568905,3.03337,1.91163,1.84351,0.981262,2.81023,1.21748
PFKFB3,1.65277,7.34962,8.21889,8.06927,8.18031,12.8211,7.06917,4.77696,6.79682,22.9391,7.24287,8.02201,4.22935,12.7405,6.5526,18.099,8.7063,7.90605,7.77506,11.2914,3.26107,7.52846,5.97702,3.38162,18.936,21.7567,5.86335,16.041,9.86736,7.49763,5.48797,6.36032,8.57945,9.81034,7.18386,4.95994,6.60366,4.90431,6.18545,12.5666
WNT11,0.781068,0.603988,4.04258,6.76699,0.484615,1.00621,0.799137,1.53469,0.838376,0.502737,49.13,0.822137,4.47596,5.61695,2.70477,7.13769,0.57114,1.7833,1.0635,3.38214,4.81676,4.4389,0.419117,1.45757,0.619049,0.386484,25.2648,1.43691,4.2333,8.97346,2.88534,1.2193,3.91839,1.7644,1.52984,1.07749,0.276296,0.288485,16.6046,7.18278
CXCL14,4.11763,4.58571,0.0954716,3.70933,0.25049,0.67876,0.829725,4.29487,1.52953,10.1007,0.0147803,0.307768,0.104847,1.17865,5.91137,25.0343,1.54433,10.7315,5.24016,1.18292,7.61982,21.6611,0.714152,0.640179,4.21433,1.5322,0.51899,0.0319447,0.814211,17.2934,0.418887,1.53518,2.907,11.657,2.8458,6.00355,0.733222,1.34787,1.08586,3.41292
CDKN2B,0.644144,0.885359,0.534243,1.50716,1.34452,3.54451,0.482224,0.40966,1.20128,3.10929,1.72592,0.707402,1.16479,4.19249,1.05015,2.26148,1.07891,1.72442,0.548163,2.82561,2.04825,1.08413,0.566317,0.454565,1.53041,0.799145,0.911855,0.307568,1.52413,2.86913,1.51142,1.58651,1.481,0.976587,0.794584,0.628929,2.56006,1.80705,2.2274,1.31066
MTOR,9.98751,10.1351,9.28079,12.4221,18.1354,13.3039,17.3192,13.9945,21.3862,16.2994,20.686,15.4031,9.75007,9.51786,23.3673,18.0471,20.0724,15.7813,10.103,9.7083,11.9923,10.9306,19.8742,12.3008,22.5994,14.0236,20.3834,18.9067,13.7793,11.353,17.166,14.6096,14.5375,11.1628,14.1858,11.879,12.1454,12.2948,16.5652,14.5349
JAK2,5.31458,6.95045,1.40577,4.49893,7.13096,5.39122,3.40014,8.19397,3.54641,6.89655,1.45719,11.72,12.0149,6.03398,9.54344,6.84855,3.14447,6.62343,6.57796,2.29918,5.68913,11.7351,3.19345,7.42004,5.33216,15.0693,3.36138,5.43992,3.2965,4.59704,5.6857,8.34251,6.91547,6.98677,2.63967,3.13544,4.34758,5.58787,4.70225,12.0514
KRAS,1.99034,1.94263,1.32556,2.13457,4.45409,2.59822,3.17693,3.52125,2.91517,2.18066,3.38604,2.46572,6.84147,2.65012,4.13537,2.42674,1.18551,2.36771,4.47419,2.77577,2.81159,2.81594,15.5201,4.45742,3.40244,3.50798,4.15286,2.81887,2.22401,2.45622,6.07887,5.27242,2.28375,2.66726,19.8355,34.8851,3.35723,2.6203,3.25217,2.47722
MAGEA1,12.9765,2.16029,0,0,0,0,0,0.0281679,0,0.0262891,0,0,0,0,7.12926,6.156,0.0147935,0.0209422,0,0,0,0,0,0,0.271998,0.0996401,0,0,0,0,0.223163,0,0,0.0971523,0.0209897,0,0,0,0,0
MMP9,10.5215,4.44867,1.72198,9.25312,31.9173,41.0557,2.7037,3.6002,0.314914,3.21566,0.406126,6.47824,22.4713,26.4515,10.9876,46.5293,0.910178,25.5089,0.910476,5.56819,7.66859,5.08249,4.65192,2.21654,7.93834,113.176,1.62408,16.4682,1.58102,16.9371,2.88771,11.5909,5.79807,2.69218,7.64082,1.486,3.0848,5.86405,10.0986,24.8543
PDCD1,0.163186,0.821334,0.404628,0.582254,0.289189,0.639271,0.219784,0.356236,0.126887,0.622051,0.139204,1.50928,0.111091,2.30323,1.24038,2.54097,0.132774,1.2132,0.282316,0.341255,0.282325,0.619617,0.234392,0.0287112,1.00723,2.61173,0.069828,0.812328,0.193817,0.643494,0.0834555,0.453936,0.323567,0.554884,0.179824,0.176696,0.16442,0.564201,0.207864,1.70811
PIK3R2,3.8179,3.72239,6.41033,4.47612,4.33678,4.19257,4.60821,3.48718,4.21841,4.60773,2.34717,2.50808,5.39567,4.55837,2.78512,3.79704,8.60799,4.72045,5.40929,7.71094,7.14195,3.82884,3.5729,5.09022,5.42873,2.30217,6.64545,7.03792,9.48965,5.86338,4.0815,3.02011,3.47881,3.60637,4.57452,3.90382,5.07428,4.12233,5.31141,2.42528
PPARG,0.283452,2.0523,0.255834,0.700993,0.997196,1.15981,0.428155,2.32758,0.547558,2.65728,0.131665,2.31967,0.882738,2.18111,7.09119,5.04001,1.14724,5.03385,0.969688,0.379733,1.0673,4.74923,0.564237,5.87634,0.88218,3.23057,0.541842,1.08275,0.594868,2.67497,0.44106,2.89337,7.14866,0.841195,1.08649,1.27437,0.652406,1.94423,1.32733,13.3941
PRKX,21.5584,8.38631,15.0604,6.36325,3.69285,13.1848,7.64599,10.7939,10.4411,7.98944,9.77033,8.51787,5.53227,5.55181,5.55596,4.60942,8.15213,7.11701,5.62436,4.29951,5.46711,4.7401,2.3318,2.08654,5.47641,4.31033,6.13595,2.93599,7.52362,5.9576,5.39281,4.49166,4.06096,4.25101,1.63091,2.22159,5.90502,7.43239,3.71034,3.39407
RELN,0.201547,1.24281,0.117995,0.486499,0.282123,0.414115,0.148213,0.759648,0.0832548,0.179444,9.09025,0.860766,0.172102,0.193239,1.37864,3.08379,0.73258,1.00484,0.631177,0.126772,0.81417,2.45963,3.49293,1.35542,0.868096,0.480087,0.371738,0.346693,0.0428507,0.328961,0.742965,0.907315,0.455226,0.439927,0.307613,0.793247,0.221157,0.53938,0.0722847,2.72801
TNFSF18,0.230567,0.202388,0.0313009,0.218522,0.222531,0.033946,0.0425046,0.0240016,0.0155895,0.0448015,0,0.688926,0,0.0630903,0.208448,0.414348,0.0252108,0.187369,0.109196,0.0209635,0.152174,0.218389,0.031928,0.0299837,0.0802272,0.626156,0.0994403,0.157099,0.0352013,0.195733,0.0554619,0.175576,0.116968,0.110377,0.0178852,0.0971198,0.0343415,0.0920638,0.0434154,0.194599
ISG15,37.7348,11.8457,10.2527,16.4828,32.1378,17.4816,33.9946,12.8811,32.1853,29.7083,3.45888,19.1113,8.93979,5.90682,17.6017,31.7363,74.8589,102.013,19.4333,3.98134,33.3655,8.30208,7.08564,5.23375,13.6577,18.1853,24.8269,56.3526,11.981,17.0689,30.957,22.2549,26.1801,6.0061,5.20954,6.54891,3.29766,1.74845,24.6063,7.68221
APLNR,1.96018,0.662672,0.285845,1.66893,2.08342,0.364706,0.767185,0.11604,0.343353,0.673868,0.00780929,0.168219,0.360079,0.398221,1.51967,4.9631,0.297943,1.65836,0.586584,0.844599,6.10029,3.2327,1.3035,0.699037,1.1301,1.17442,0.904544,0.455712,0.236371,2.46039,0.323471,1.22612,2.59712,0.326111,2.34427,0.866045,0.33206,0.64292,0.690335,2.02102
AKT1,7.50032,7.62503,16.0199,11.4994,13.9041,10.7927,13.0998,7.41366,10.9263,9.69773,12.1726,9.55427,14.032,10.3481,7.97123,10.8986,11.7567,9.60489,5.40207,7.15031,11.6483,7.73962,12.5606,9.15678,9.7051,7.40962,12.2718,10.2264,10.5659,9.52706,10.3651,7.4289,6.45993,5.16762,14.7634,10.413,6.21188,6.64961,14.5146,6.35096
ALDOC,0.978731,0.666803,2.298,0.949513,1.97345,2.166,0.954135,1.49457,0.299615,0.22387,5.31408,3.05734,2.26932,1.49748,1.20757,1.61978,0.382775,1.02201,1.67051,5.13292,1.11867,0.957589,3.86583,3.05647,7.84649,1.79491,1.76335,4.19075,1.43425,1.84077,0.554279,0.742367,0.909195,0.360626,3.05924,1.0826,2.97004,0.863454,2.69678,2.21283
CD80,0.632767,0.855275,0.264085,0.718465,2.72683,0.205078,0.403769,0.495002,0.730714,2.11394,0.109024,1.9701,1.40981,1.24694,1.58188,2.9256,0.701131,1.57804,0.614188,0.216173,0.707329,0.75825,0.429006,0.149909,0.919213,3.82701,0.480598,1.80652,0.885478,0.970447,0.415938,0.844907,1.26708,0.172453,0.396802,0.491638,0.311201,0.241652,1.18842,1.32765
CEBPB,12.9977,22.34,34.6715,29.3581,11.814,43.9323,16.8604,15.6216,31.4958,32.6087,25.4527,25.6536,19.6116,22.2234,9.96582,38.6357,13.1864,27.3871,19.9312,40.6744,9.31461,17.5038,11.1878,10.8841,25.678,16.2226,13.584,17.079,10.01,30.8638,8.2151,23.2154,13.1285,14.1072,16.3593,13.9383,14.5954,15.1218,14.9397,14.5501
CSF1R,5.72505,8.39305,2.71493,12.326,17.421,16.8325,4.66596,2.85373,2.78641,9.43538,1.54144,33.7249,8.50242,14.4676,15.7178,18.6921,4.8181,12.5527,9.80755,6.9259,12.2759,12.5305,3.82312,9.73416,7.53027,21.8649,6.25918,10.5978,7.76004,15.1612,4.14806,8.93198,16.3289,7.78267,9.4298,5.48212,4.37094,4.5256,16.5691,11.714
EGFR,7.60823,9.83442,8.16451,7.09348,6.24076,15.9946,4.82045,5.20816,2.82296,3.54459,3.10556,6.45787,0.870038,4.90178,5.89953,9.46812,3.46582,7.19361,3.43997,5.2379,6.08693,9.40657,4.21949,7.63251,2.31659,2.62532,3.12042,1.13085,9.58117,7.42863,2.87961,3.57201,4.9506,5.06756,4.07879,4.24755,6.59022,6.26545,4.43512,11.321
F2RL1,1.56639,1.31436,5.11612,6.74564,3.52398,1.62848,4.4102,2.77164,1.54916,1.08998,11.7811,4.68561,2.70326,2.69152,0.96427,2.39254,2.45773,1.95671,2.27497,3.51269,2.18355,1.59091,1.95106,1.02743,1.92436,2.51653,4.12982,1.152,1.61633,2.22673,2.63894,1.28749,2.26233,1.23867,1.716,1.19805,4.55404,3.25563,4.75463,0.989111
GLI1,0.136845,1.1416,2.32939,1.01665,0.129489,0.149482,0.20963,1.04634,0.195649,0.453753,0.0224055,1.3192,0.102174,0.968892,1.06215,1.82847,0.0860373,0.660066,0.351017,0.0969288,1.625,1.95898,0.267131,0.200691,0.592728,1.27115,0.0729811,0.328598,0.321644,0.580353,0.181426,0.40977,0.509347,0.407063,0.244148,0.205281,0.105856,0.40135,0.47795,0.8712
GLUD1,17.7757,17.2735,24.243,20.0924,15.5745,22.2764,9.73614,13.2537,18.4759,19.3131,7.10085,17.8382,21.4879,26.0325,18.8876,23.6219,25.3317,25.874,16.5725,12.3946,22.4577,29.4499,13.5799,20.3112,17.6486,17.3867,10.6705,14.6586,18.204,18.5321,6.81,11.9198,14.6225,14.6365,20.5742,23.5929,12.25,18.6282,15.5537,20.6404
